bssid,gps_text
3e:f9:f0:44:33:36,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
f4:fc:49:2f:69:65,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
3a:91:48:44:1a:4d,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
38:91:48:e4:1a:4d,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
3a:91:48:4e:8d:61,Lat: 13.804134805561947, Lng: 100.64751954273774, Accuracy: 4.1950274m
3a:72:c2:23:7a:b7,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
c8:8a:d8:e0:8c:a1,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
7a:54:86:f6:55:d6,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
76:a0:02:e0:0d:99,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
88:dc:96:74:20:68,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
f6:fc:49:1f:69:10,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
66:20:e0:17:99:a3,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
66:20:e3:19:5d:7e,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
8e:dc:96:74:20:68,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
66:20:e3:1b:fe:c6,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
58:c5:87:5e:3d:3b,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
64:20:e3:ed:e9:f1,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
64:20:e0:e7:fa:16,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
66:20:e3:96:8e:e0,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
66:20:e3:96:98:10,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
64:20:e3:a8:fa:a7,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
3a:91:48:42:b4:09,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
66:20:e3:10:7c:16,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
f2:a9:51:c3:06:b8,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
7a:53:0d:13:50:02,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
64:20:e3:f4:ae:e9,Lat: 13.763917579305327, Lng: 100.64568957569963, Accuracy: 26.721386m
64:20:e0:e7:fa:15,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
3c:f9:f0:64:33:35,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
e4:66:ab:f2:d7:27,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
e4:66:ab:f2:d7:28,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
64:20:e3:d4:a9:cc,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
f2:a9:51:c3:06:b4,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
7a:53:0d:13:50:01,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
8a:69:3d:ae:da:58,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
66:20:e0:97:fa:15,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
86:93:b2:4f:7d:1f,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
66:20:e3:94:0c:7e,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
8a:69:3d:ae:da:5c,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
aa:4b:df:d0:b2:c4,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
64:20:e3:b4:0c:7f,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
84:93:b2:1f:7d:1f,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
98:00:6a:58:dd:02,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
ac:b3:b5:6d:56:10,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
f6:e8:4f:4e:a5:85,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
f4:e8:4f:4e:a5:85,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
f6:e8:4f:48:9b:af,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
f4:e8:4f:58:9b:af,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
70:f8:2b:c7:23:29,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
64:20:e3:f6:98:10,Lat: 13.763184113457486, Lng: 100.645778693217, Accuracy: 4.7m
ba:7c:61:e8:4f:75,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
9a:7c:61:e8:4f:71,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
10:7c:61:e8:4f:70,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
14:2e:5e:29:e7:b5,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
22:3b:f3:d9:9c:3a,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
c8:b6:d3:70:dc:7c,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
d8:9a:0d:be:9f:1a,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
d8:a0:e8:48:2e:e5,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
d8:a0:e8:48:2e:e4,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
d8:9a:0d:be:9f:1b,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
b0:ac:d2:3e:99:94,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
1c:3b:f3:d9:9c:3a,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
a8:5e:45:ae:ce:fc,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
da:9a:0d:4e:9f:1b,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
66:20:e1:16:cb:2e,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
da:a0:e8:48:2e:e5,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
22:3b:f3:d9:9b:3a,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
66:20:e3:1e:70:be,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
66:20:e3:17:79:8e,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
82:ed:09:4b:67:88,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
30:fb:b8:f7:a5:c0,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
16:13:46:98:29:aa,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
30:0a:c5:9e:92:c9,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
66:20:e3:1c:d8:2e,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
66:20:e1:1f:02:5e,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
14:2e:5e:29:e7:b9,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
66:20:e3:9c:d8:2e,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
a0:3a:d7:95:0c:77,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
22:3b:f3:d9:9b:3b,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
f0:2f:74:e8:0c:24,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
8c:68:3a:b8:b4:80,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
16:13:46:94:c5:82,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
b0:95:75:8f:7e:27,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
22:3b:f3:d9:9c:3b,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
ea:38:cd:a4:65:00,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
98:00:6a:69:40:94,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
c4:a8:28:28:1f:1a,Lat: 13.74258180574615, Lng: 100.64285643023224, Accuracy: 3.0m
b0:ac:d2:3e:99:93,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
be:0f:f3:4b:de:ff,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
04:d9:f5:2a:17:04,Lat: 13.760854691126816, Lng: 100.64568694785733, Accuracy: 5.3752966m
16:13:46:ba:9d:81,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
66:20:e1:9f:02:5e,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
16:13:46:ba:9d:82,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
16:13:46:aa:9d:82,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
fe:2e:f6:57:8e:31,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
16:13:46:9a:9d:82,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
16:13:46:ca:9d:82,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
98:00:6a:69:40:92,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
76:97:79:63:17:6f,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
10:27:f5:1b:24:89,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
ba:7c:61:e8:4f:70,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
16:13:46:99:f7:e2,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
10:7c:61:e8:4f:74,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
94:b2:71:9e:bc:14,Lat: 13.760203276237133, Lng: 100.64567648086862, Accuracy: 4.7m
66:20:e0:91:52:c5,Lat: 13.748937301761954, Lng: 100.64446633550114, Accuracy: 4.7m
64:20:e0:f1:52:c6,Lat: 13.748937301761954, Lng: 100.64446633550114, Accuracy: 4.7m
16:13:46:1b:dc:29,Lat: 13.748937301761954, Lng: 100.64446633550114, Accuracy: 4.7m
64:20:e0:f1:52:c5,Lat: 13.748937301761954, Lng: 100.64446633550114, Accuracy: 4.7m
1e:0e:08:d4:51:f3,Lat: 13.748937301761954, Lng: 100.64446633550114, Accuracy: 4.7m
22:ba:a5:0e:cd:d3,Lat: 13.748937301761954, Lng: 100.64446633550114, Accuracy: 4.7m
d6:68:c5:08:83:3b,Lat: 13.748937301761954, Lng: 100.64446633550114, Accuracy: 4.7m
66:20:e1:03:18:25,Lat: 13.748937301761954, Lng: 100.64446633550114, Accuracy: 4.7m
64:20:e3:b4:25:4e,Lat: 13.748937301761954, Lng: 100.64446633550114, Accuracy: 4.7m
3a:0f:e5:06:40:e6,Lat: 13.74258180574615, Lng: 100.64285643023224, Accuracy: 3.0m
18:d6:c7:77:20:08,Lat: 13.74258180574615, Lng: 100.64285643023224, Accuracy: 3.0m
58:25:75:97:fd:ac,Lat: 13.74258180574615, Lng: 100.64285643023224, Accuracy: 3.0m
58:25:75:97:fd:b0,Lat: 13.74258180574615, Lng: 100.64285643023224, Accuracy: 3.0m
f6:e8:4f:47:b8:ff,Lat: 13.74258180574615, Lng: 100.64285643023224, Accuracy: 3.0m
f4:e8:4f:58:52:d0,Lat: 13.74258180574615, Lng: 100.64285643023224, Accuracy: 3.0m
b8:59:c8:28:85:6a,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
98:bb:1e:b2:1f:2b,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
2c:d1:c6:a5:17:e8,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
7c:b8:da:5a:83:10,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
6e:c5:0f:1f:af:58,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
16:0d:b0:c7:3e:45,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
d8:a0:e8:48:10:0d,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
66:20:e1:19:be:4e,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
46:be:d3:38:9f:7d,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
14:eb:b6:0a:c9:f2,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
da:a0:e8:48:10:0d,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
7a:53:0d:17:60:92,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
90:5e:44:d8:e4:e4,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
66:20:e1:19:d9:96,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
68:9e:29:5b:34:59,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
22:08:89:73:26:64,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
64:20:e1:99:e8:e6,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
68:9e:29:e5:96:66,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
66:20:e3:18:4e:0e,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
64:20:e3:98:4e:0e,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
64:20:e0:10:02:d3,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
6a:9e:29:4f:61:fe,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
6a:9e:29:45:96:66,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
f4:e8:4f:4f:d4:ea,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
64:20:e3:80:24:ae,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
66:20:e3:19:8d:76,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
68:9e:29:df:61:fe,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
c4:eb:ff:9a:c1:2a,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
66:20:e1:93:dc:9e,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
c6:eb:ff:4a:c1:2a,Lat: 13.73977117411338, Lng: 100.64217656912923, Accuracy: 3.0166683m
14:6b:9c:65:38:5e,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
f4:e8:4f:56:53:44,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
68:9e:29:5b:34:58,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
44:27:f3:6f:83:6a,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
8e:bd:da:bc:4d:01,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
a8:e7:05:fb:88:13,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
40:9c:a7:a0:c8:bb,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
f2:21:0b:b0:d9:89,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
66:20:e1:13:dc:9e,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
84:93:b2:21:37:5c,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
94:46:96:f7:82:f6,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
f4:e8:4f:57:b8:ff,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
c4:eb:ff:9a:c1:29,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
e4:3e:c6:55:1d:d0,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
64:20:e3:d5:e4:78,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
d8:9a:0d:ba:1c:3e,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
64:20:e3:8b:ff:fe,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
66:20:e3:16:0d:78,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
66:20:e3:15:e4:78,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
aa:17:b2:44:51:61,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
86:93:b2:41:37:5d,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
62:10:9e:36:b9:dc,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
46:ad:37:67:1d:61,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
3a:72:c2:c3:5b:79,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
f6:e8:4f:42:43:a7,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
30:1f:48:5c:fe:b3,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
66:20:e1:98:b1:65,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
68:9e:29:e5:78:48,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
f4:e8:4f:52:43:a7,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
86:93:b2:41:bc:53,Lat: 13.738071663075, Lng: 100.64179407868635, Accuracy: 4.639574m
68:ff:7b:61:a0:26,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
6c:44:2a:4d:f5:dc,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
be:ff:4d:f7:3b:d0,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
94:46:96:f8:1d:bf,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
44:27:f3:6a:71:e4,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
32:13:8b:60:ad:ea,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
3c:6a:d2:13:99:5c,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
12:88:72:1a:41:0c,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
60:22:32:a8:25:a3,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
62:22:32:98:0f:af,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
62:22:32:18:d5:6e,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
62:22:32:a8:0f:af,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
06:ec:da:1a:9c:18,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
64:20:e3:3f:dd:2e,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
66:20:e3:17:42:10,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
26:d7:eb:c3:50:66,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
60:22:32:19:1b:46,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
62:22:32:29:1b:46,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
64:20:e1:73:10:4e,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
84:78:48:d8:70:b5,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
60:22:32:18:d5:6e,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
60:22:32:a8:0f:af,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
6c:9e:7c:f4:04:94,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
66:20:e1:13:10:4e,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
02:ec:da:1a:9c:18,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
6c:44:2a:7c:87:ec,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
62:22:32:38:d5:6e,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
d2:21:f9:a2:6d:da,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
6c:44:2a:4d:f5:db,Lat: 13.729954968018486, Lng: 100.64149462776543, Accuracy: 4.7m
70:3a:2d:0d:eb:2a,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
d8:a0:e8:3f:28:c7,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
68:9e:29:68:3d:30,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
9c:63:5b:77:cb:d0,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
66:20:e1:1e:e8:f6,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
02:4c:d5:a6:98:e9,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
24:2f:d0:d0:2f:66,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
26:2f:d0:70:2f:67,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
9e:63:5b:47:cb:d1,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
9c:63:5b:77:cb:d1,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
26:2f:d0:60:2f:67,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
64:20:e1:8e:e8:f6,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
8c:fd:18:5a:75:94,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
d8:a0:e8:3f:28:c6,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
e4:be:ed:7a:a6:5c,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
24:2f:d0:d0:2f:67,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
7a:90:a2:47:13:05,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
66:20:e1:13:bc:7e,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
78:90:a2:f7:13:04,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
d8:a0:e8:3f:e0:c2,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
90:fd:73:c0:e6:0a,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
64:20:e3:77:3d:7e,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
26:2f:d0:10:2f:67,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
f4:92:bf:cd:2f:60,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
44:13:d0:a7:45:3a,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
54:af:97:76:bb:dc,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
92:fd:73:c3:e6:0a,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
68:9e:29:5f:64:df,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
66:20:e1:9e:e8:f6,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
da:a0:e8:4f:e0:c3,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
64:20:e1:8e:e8:f7,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
c6:eb:ff:12:4a:78,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
6a:9e:29:4f:64:df,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
68:9e:29:60:cb:35,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
1e:e8:29:62:12:d2,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
18:e8:29:62:12:d2,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
d8:a0:e8:3f:e0:c3,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
6a:9e:29:48:3d:31,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
68:9e:29:68:3d:31,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
04:4f:17:0d:4d:4a,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
9c:a3:a9:21:5e:1f,Lat: 13.720864755707028, Lng: 100.64221425160193, Accuracy: 3.0m
66:20:e3:1f:3f:de,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
4a:d6:82:4a:82:99,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
66:20:e3:11:39:2c,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
48:d6:82:ba:82:98,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
fc:ee:e6:3e:07:43,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
64:20:e3:d1:39:2c,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
66:20:e3:9f:3f:de,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
48:d6:82:ba:82:99,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
44:27:f3:7a:60:a9,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
de:69:c6:e9:f7:a5,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
2c:05:47:36:ce:f9,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
44:27:f3:66:2c:0a,Lat: 13.714302980084138, Lng: 100.6434999045088, Accuracy: 3.0m
