bssid,gps_text
9c:63:5b:78:be:58,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
6c:5a:b0:05:5a:5c,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
e8:81:75:27:a8:a4,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
3c:f9:f0:66:96:e7,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
6e:5a:b0:25:5a:5c,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
66:20:e1:9d:d0:be,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
94:b2:71:be:b0:9c,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
74:83:c2:2d:56:86,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
50:78:b3:89:ec:f0,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
66:20:e3:97:35:38,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
e8:81:75:27:a8:a5,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
50:78:b3:89:ec:f1,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
66:20:e3:17:35:38,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
9c:63:5b:78:be:59,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
9c:53:22:90:5d:c4,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
9e:63:5b:48:be:59,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
e0:19:54:9a:88:4c,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
e0:19:54:9a:88:4d,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
66:20:e3:15:a1:e6,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
be:53:22:90:5d:c4,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
f8:af:db:e5:82:cd,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
66:20:e1:15:ac:ee,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
38:91:48:df:d8:bc,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
66:20:e3:1c:6b:c6,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
a4:ba:70:0d:47:3a,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
e0:0e:e4:ed:8e:41,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
64:20:e1:6d:d0:be,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
66:20:e3:9d:14:a6,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
28:68:d2:64:b5:3c,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
64:20:e3:95:a1:e6,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
74:83:c2:37:2c:f7,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
64:20:e3:ad:14:a7,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
5a:4f:3b:e5:1f:d7,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
6c:14:6e:0e:47:13,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
80:8d:b7:29:28:50,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
80:8d:b7:28:ce:70,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
66:20:e3:9c:6b:c6,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
64:20:e3:4c:6b:c7,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
66:20:e3:9e:d6:9e,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
64:20:e3:8e:d6:9f,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
64:20:e1:08:ce:96,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
14:2e:5e:31:19:19,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
64:20:e0:b7:59:3a,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
0e:01:4b:46:37:77,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
28:68:d2:64:b5:3f,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
7a:83:c2:38:34:7f,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
64:20:e1:65:ac:ef,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
16:ca:56:44:43:b8,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
14:ca:56:f4:43:b8,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e0:97:59:39,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
c6:eb:ff:42:84:26,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
0c:01:4b:46:37:77,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
6c:9e:7c:f3:77:e1,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
18:64:72:6f:c3:fa,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
66:20:e3:99:98:d6,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
64:20:e3:79:98:d7,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
50:4f:3b:e5:1f:d7,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
74:83:c2:38:34:7f,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
64:20:e1:78:cd:5f,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
16:ca:56:49:8f:e2,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
48:d6:82:bd:04:4b,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
5c:64:f1:68:f9:ef,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
c4:eb:ff:a2:84:26,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
c4:eb:ff:9d:af:e4,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
be:53:22:90:5d:c3,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
42:84:6a:63:93:8f,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
66:20:e3:9b:6c:56,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
94:46:96:54:58:a3,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
66:20:e3:9c:f1:48,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
64:20:e3:ec:f1:49,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
14:ca:56:f9:8f:e2,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
4a:d6:82:4d:04:4b,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
5c:64:f1:68:f9:ed,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
5c:64:f1:68:f9:ea,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
c6:eb:ff:4d:af:e4,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
c6:eb:ff:4d:a9:00,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
c4:eb:ff:9d:a9:00,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
da:a0:e8:47:b7:45,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
86:93:b2:40:f5:63,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
84:93:b2:20:f5:63,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
64:20:e3:4a:f1:bf,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
da:a0:e8:41:38:79,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
9c:53:22:90:5d:c3,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
e0:0e:e4:ed:8e:3d,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
02:ec:da:8e:e4:1c,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
ee:48:b8:9b:73:d9,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
80:8d:b7:a4:a4:95,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
d8:a0:e8:47:b7:45,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
06:ec:da:8e:e4:1c,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
6c:9e:7c:f4:4b:c1,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
48:81:d4:0d:9c:97,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
22:08:89:fb:a2:6f,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
98:00:6a:72:c2:8e,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
66:20:e3:9a:f1:be,Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m
80:8d:b7:a4:a4:91,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
66:20:e1:1d:d0:be,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
64:20:e1:6d:d0:bf,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
3c:e3:6b:08:fe:fc,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
64:20:e1:65:ac:ee,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
68:9e:29:5f:ed:34,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
a0:a4:78:e8:5d:47,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
ea:81:75:47:a8:a5,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
68:9e:29:5f:ed:35,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
6a:9e:29:4f:ed:35,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
36:cc:ca:f0:f4:1f,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
94:b2:71:be:b0:9f,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
fa:8f:ca:94:70:48,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
68:9e:29:e2:7b:f5,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
aa:ba:70:0d:3f:aa,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
74:e9:bf:98:78:80,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
92:20:e0:6e:46:2d,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
64:20:e0:6e:46:29,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
6a:9e:29:42:7b:f6,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
68:9e:29:e2:7b:f6,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
90:fd:73:f9:16:ef,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
64:20:e3:44:2b:7f,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
fa:8f:ca:94:6e:fc,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e1:95:ac:ee,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
d6:c0:d1:58:63:c2,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
20:08:89:8a:c9:81,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
cc:29:bd:d0:f5:2c,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
64:20:e3:d8:73:d1,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
6a:9e:29:46:e2:6a,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
68:9e:29:e6:e2:6a,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
50:3d:d1:48:ac:ee,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
66:20:e3:9b:e1:46,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e1:1a:d0:e6,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
66:20:e1:18:99:ae,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
48:d6:82:ba:65:11,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e3:98:73:d0,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
90:fd:73:f9:16:f0,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
66:20:e3:97:be:be,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
64:20:e3:a7:be:bf,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
64:20:e3:bb:6c:57,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
64:20:e3:8b:e1:47,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
3c:a3:7e:41:1a:33,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
4a:d6:82:4a:65:11,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
64:20:e3:f3:b1:11,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
4a:d6:82:4d:04:e1,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
86:93:b2:4f:fd:5f,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
84:93:b2:1f:fd:5f,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
48:d6:82:bd:04:e1,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
66:20:e3:99:d5:96,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
64:20:e1:62:d7:ff,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
64:20:e1:70:58:57,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
de:cb:ac:b9:72:97,Lat: 13.679999565603621, Lng: 100.60961537676395, Accuracy: 6.076557m
4a:d6:82:4b:19:b9,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
48:d6:82:bf:72:ef,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
f8:af:db:e7:cd:05,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
e0:19:54:98:a9:a9,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
48:d6:82:bd:03:f7,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
48:d6:82:bb:19:b9,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
64:20:e0:dd:cc:c6,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
4a:d6:82:4f:72:ef,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
70:f8:2b:e4:3e:f4,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
5a:d3:12:4c:36:b5,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
66:20:e1:90:58:56,Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m
ba:d2:a3:e1:1b:d4,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
ee:55:1c:e4:b2:54,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
7a:53:0d:18:24:71,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
64:20:e0:dd:cc:c5,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
48:d6:82:bd:04:e0,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
8a:20:e0:5f:25:7e,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
48:d6:82:bd:03:f6,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
64:20:e0:6e:46:25,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
14:ca:56:f4:43:b7,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
e8:48:b8:9b:73:d9,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
64:20:e1:96:20:26,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
68:71:61:75:23:2f,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
f2:48:b8:9b:73:d9,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
68:71:61:75:23:2d,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
68:71:61:75:23:2c,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
64:20:e3:81:bf:07,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
84:93:b2:1f:fd:5e,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
5c:62:8b:00:3d:f0,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
48:d6:82:bd:04:4a,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e1:92:d7:fe,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
2c:08:8c:b8:16:4e,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
e8:48:b8:9b:73:d8,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
66:20:e3:91:bf:06,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
e0:0e:e4:e7:c6:f1,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
8a:20:e0:5f:25:7f,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
48:22:54:0f:62:21,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
66:20:e1:9a:38:ae,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
66:20:e3:97:5b:56,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
66:20:e3:11:45:10,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e1:00:dd:35,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
4a:22:54:2f:62:21,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
64:20:e1:5a:38:af,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
64:20:e1:63:f3:b7,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
64:20:e3:a7:5b:57,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
22:ad:76:61:49:04,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
64:20:e3:f1:45:10,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
e8:81:75:29:7e:d9,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
64:20:e1:81:dd:36,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
f4:e8:4f:58:90:ab,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
66:20:e1:96:20:26,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
70:f8:2b:db:7d:d1,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
64:20:e3:d8:73:d0,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
ea:81:75:49:7e:d9,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
68:9e:29:e6:e2:69,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
64:20:e3:4c:6b:c6,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
ee:55:1c:e4:b2:58,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
66:20:e1:1a:38:ae,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
f6:e8:4f:48:90:ab,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
5a:d3:12:41:ca:1f,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
e0:0e:e4:f4:ef:6d,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
58:d3:12:b1:ca:1f,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
24:f2:7f:28:21:11,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
c0:e3:fb:cc:4f:30,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
4a:d6:82:4d:03:f7,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
c2:e3:fb:cc:4f:34,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
66:20:e1:15:3e:86,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
64:20:e1:63:f3:b6,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
64:20:e0:30:48:e3,Lat: 13.681149239412873, Lng: 100.61019149802068, Accuracy: 4.7m
4c:ed:fb:3c:56:b0,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
64:20:e0:5f:25:79,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
f0:a8:82:66:82:a9,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
20:08:89:0a:c9:80,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e1:12:d7:fe,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e3:18:73:d0,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
84:3c:99:e0:69:41,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
8c:eb:c6:47:e1:cc,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
48:22:54:0f:62:22,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
66:20:e3:90:b7:48,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
64:20:e3:f0:b7:49,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
dc:ef:80:d3:21:88,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
64:20:e3:a2:ec:7e,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e0:9d:cc:c5,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
64:20:e3:f0:7d:99,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
64:20:e3:9f:3d:2f,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
24:f2:7f:28:21:15,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
c6:eb:ff:41:0e:76,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
b2:8b:92:90:41:19,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e3:9f:3d:2e,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
66:20:e3:93:b1:10,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
cc:29:bd:d2:0a:34,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e3:94:fc:50,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
64:20:e3:f4:fc:51,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
80:8d:b7:a4:a4:93,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
14:ca:56:f3:fd:2c,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
0c:6a:bc:fc:52:3f,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
e6:90:2a:40:d7:c8,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e1:9f:7b:36,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
64:20:e1:8b:de:bf,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
d4:68:4d:27:9c:cc,Lat: 13.680138428012278, Lng: 100.60966139300632, Accuracy: 4.7m
24:f2:7f:28:28:b4,Lat: 13.680260136547219, Lng: 100.60971203131494, Accuracy: 4.7m
b8:5d:c3:02:04:cc,Lat: 13.680482288297325, Lng: 100.60987592004894, Accuracy: 4.7m
90:fd:73:f8:f1:4c,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
8e:dc:97:06:e2:c3,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e1:9b:de:be,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
c4:eb:ff:a1:0e:76,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
66:20:e3:18:1a:a6,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
da:9a:0d:4f:e4:4d,Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m
64:20:e3:8b:e1:46,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
66:20:e3:9a:c4:16,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
64:20:e3:ca:c4:17,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
dc:ef:80:d3:21:8b,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
94:46:96:49:04:3f,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
24:f2:7f:28:21:13,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
66:20:e1:93:f3:b6,Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m
