collection_id,username,sample_id,captured_at,gps_text,wifi_count,bssid,ssid,rssi_dbm,frequency_mhz,channel,band,security,wifi_standard,merged_count
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49c8bbbe-ce98-41a3-ab93-bbb907708076,2026-04-03 01:18:12,"Lat: 13.681474178690081, Lng: 100.61055060411337, Accuracy: 4.9m",132,66:20:e3:96:29:08,Paing Thu Ya_5G,-93,5280,56,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,19
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49c8bbbe-ce98-41a3-ab93-bbb907708076,2026-04-03 01:18:12,"Lat: 13.681474178690081, Lng: 100.61055060411337, Accuracy: 4.9m",132,44:12:44:05:fc:70,CLOUD11,-93,5500,100,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][V][ESS],Unknown,9
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49c8bbbe-ce98-41a3-ab93-bbb907708076,2026-04-03 01:18:12,"Lat: 13.681474178690081, Lng: 100.61055060411337, Accuracy: 4.9m",132,5a:4f:3b:e5:32:e7,<hidden>,-94,5220,44,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][V][ESS],Unknown,9
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,66:20:e3:17:7e:e6,Full  Time  Traveller_2.4G,-69,2417,2,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,40
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,64:20:e3:37:7e:e6,<hidden>,-70,2417,2,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,40
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,64:20:e3:c6:1f:0d,FORVIZ-AC_2.4G,-74,2457,10,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,d4:4f:67:12:0b:53,<hidden>,-76,2447,8,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,40
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,56:4f:3b:e5:29:6a,<hidden>,-76,2437,6,2.4 GHz,[ESS],Unknown,99
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,7e:4d:8f:8c:67:0e,DIRECT-0E-HP Laser 108w,-77,2412,1,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,66:20:e3:17:f6:26,OUM_2.4G,-79,2417,2,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,5c:a6:e6:34:78:d6,Siac_F5_2,-80,5220,44,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,69
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,66:20:e3:16:81:8e,august_2.4G,-80,2432,5,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,40
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,64:20:e0:91:11:d5,Sook wash_2.4G,-81,2457,10,2.4 GHz,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,f4:de:af:57:28:e8,NNPSERVICEDOFFICES3BB-2.4G,-81,2412,1,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][WPA-PSK-CCMP][K][V][ESS],Unknown,40
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,38:eb:47:c2:cc:20,nnpservicedoffices 3BB_Flr.3_2.4,-83,2442,7,2.4 GHz,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS],Unknown,40
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,64:20:e0:72:e9:19,2544/109_5G,-84,5745,149,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,66:20:e1:13:c5:ee,9/143_2G,-84,2472,13,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,20:08:89:4c:61:42,CITY TEAM 2G,-84,2472,13,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,40
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,48:81:d4:0d:a9:6b,NNP,-85,5785,157,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,38:91:48:e4:36:73,Queen_5G,-85,5260,52,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,40
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,e4:66:ab:f6:0c:56,chompooais_5G,-85,5260,52,5 GHz,[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS][WPS],Unknown,69
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,4a:81:d4:8d:a0:43,NNP_FL3,-85,2472,13,2.4 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,3a:91:48:44:36:73,<hidden>,-86,5260,52,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,40
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,22:08:89:fc:61:43,<hidden>,-86,5220,44,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,da:9a:0d:4b:97:1d,<hidden>,-87,5580,116,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,d8:9a:0d:bb:97:1d,NNP-Serviced_flr3_34_5G,-87,5580,116,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,4a:81:d4:5d:a9:6b,<hidden>,-88,5785,157,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,66:20:e3:9e:e9:9e,TrueGigatexFiber_WiFi7_992,-88,5520,104,5 GHz,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][K][V][PMFC][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,64:20:e3:9e:e9:9e,Rong Rong_5G,-88,5520,104,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][PMFC][ESS][WPS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,68:9e:29:5d:b3:a1,bonniephyuz._5G,-88,5500,100,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,64:20:e3:d6:29:09,<hidden>,-88,5280,56,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,66:20:e3:fe:e9:9e,<hidden>,-91,5520,104,5 GHz,[RSN-SAE-CCMP][K][V][PMFR][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,6a:9e:29:4d:b3:a1,<hidden>,-91,5500,100,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,48:81:d4:0d:ad:43,NNP,-91,5240,48,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,3e:f9:f0:46:96:e8,<hidden>,-92,5520,104,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,58
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,3c:f9:f0:66:96:e8,ikkifood_5G,-92,5520,104,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,58
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,64:20:e1:5d:0c:ef,<hidden>,-92,5240,48,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,32:86:eb:f6:f0:c1,<hidden>,-92,5200,40,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,fb449bec-e509-4f17-b45a-88bcad6e805e,2026-04-03 01:18:21,"Lat: 13.681444464036652, Lng: 100.61056887810564, Accuracy: 4.9m",77,64:20:e3:ec:dd:f1,<hidden>,-93,5240,48,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,10
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,66:20:e1:10:33:7e,Suwadee_2.4G,-74,2447,8,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,64:20:e3:9c:0f:36,<hidden>,-75,2412,1,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,64:20:e1:a0:33:7e,<hidden>,-78,2447,8,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,64:20:e3:a4:82:5e,<hidden>,-80,2432,5,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,64:20:e3:a7:5b:56,<hidden>,-81,2457,10,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,74:e9:bf:6f:65:03,<hidden>,-84,2427,4,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,74:e9:bf:6f:ec:dc,Elephy 2G,-84,2427,4,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,cc:29:bd:d1:1e:2f,ZMK107_2G,-86,2432,5,2.4 GHz,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,32:50:fd:9b:3c:52,true_home5G_C50,-87,5200,40,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,64:20:e0:6f:47:e5,Amonrat_2.4G,-92,2462,11,2.4 GHz,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,c0:bc:9a:b1:c0:0f,<hidden>,-93,5240,48,5 GHz,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][ESS],Unknown,58
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,66:20:e3:15:71:26,cosmohome_2.4G,-93,2452,9,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,64:20:e3:95:71:26,<hidden>,-93,2452,9,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,f2323954-ac68-4804-a967-172c29cde7ae,2026-04-03 01:18:32,"Lat: 13.681450946005262, Lng: 100.61054375641415, Accuracy: 6.7972965m",29,74:da:88:eb:7d:96,Mee Mee,-93,2422,3,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],Unknown,29
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,58:d3:12:b0:71:84,Noona_2.4G,-52,2452,9,2.4 GHz,[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS][WPS],Unknown,30
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,60:83:e7:4b:34:ba,SIAC_TH,-62,2462,11,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][K][V][PMFC][ESS],Unknown,30
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,08:40:f3:fd:c2:a1,Tenda_FDC2A0,-65,2417,2,2.4 GHz,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],Unknown,30
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,60:83:e7:4b:34:bb,SIAC_TH,-66,5765,153,5 GHz,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][K][V][PMFC][ESS],Unknown,30
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,50:04:b8:21:36:7c,office_cityhome2,-69,2412,1,2.4 GHz,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],Unknown,30
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,c8:f6:c8:da:83:e6,BIGKUMA_5G,-72,5745,149,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,59
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,1e:c3:ab:3d:60:b1,<hidden>,-73,5745,149,5 GHz,[WPA-PSK-CCMP+TKIP][K][V][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][ESS],Unknown,59
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,64:20:e3:a6:81:8e,<hidden>,-73,2432,5,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,59
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,60:83:e7:4b:31:e0,SIAC_TH,-77,2437,6,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][K][V][PMFC][ESS],Unknown,30
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,d4:4f:67:12:0b:54,DONUA_5G,-80,5180,36,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,30
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,d4:4f:67:12:0b:57,<hidden>,-81,5180,36,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],Unknown,30
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,e0:19:54:97:ea:b7,city home2.2_5G,-84,5320,64,5 GHz,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],Unknown,30
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,98:25:4a:53:13:a7,SIAC_TH,-86,5765,153,5 GHz,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][K][V][PMFC][ESS],Unknown,30
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,60:83:e7:4b:31:e1,SIAC_TH,-86,5745,149,5 GHz,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][K][V][PMFC][ESS],Unknown,30
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,49ed3024-fac2-4570-81d9-3117b7970eec,2026-04-03 01:19:01,"Lat: 13.681455715200117, Lng: 100.61053743444579, Accuracy: 9.071986m",60,92:d8:1b:f3:9b:cb,Siac_F5_1,-88,5785,157,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],Unknown,30
