"collection_id","username","sample_id","captured_at","gps_text","wifi_count","bssid","ssid","rssi_dbm","frequency_mhz","channel","band","security","wifi_standard"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","14:ca:56:f5:f9:22","Clara wifi_5G","-48","5520","104","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","16:ca:56:45:f9:22","<hidden>","-50","5520","104","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","14:ca:56:f5:f9:21","Clara wifi_2.4G","-69","2442","7","2.4 GHz","[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","b8:5d:c3:02:68:98","Trent_2.4G","-70","2427","4","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","20:08:89:13:6a:fe","Sunsanee 2.4G","-82","2472","13","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","66:20:e3:1e:94:f6","Nan95_2.4G","-82","2417","2","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","64:20:e3:48:cf:55","ADM 2.4G","-83","2452","9","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][PMFC][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","64:20:e3:ae:94:f6","<hidden>","-83","2417","2","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","0c:01:4b:45:da:d7","3197/083_5G","-84","5500","100","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","f6:e8:4f:45:df:6b","<hidden>","-84","5560","112","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","66:20:e3:18:cf:55","TrueGigatexFiber_WiFi7_F4A","-84","2452","9","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][K][V][PMFC][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","0e:01:4b:45:da:d7","<hidden>","-85","5500","100","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","f4:e8:4f:55:df:6b","YMKT_5G","-85","5560","112","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","fe:12:2c:d7:6a:10","ThinkSociety_FL4_5G","-85","5240","48","5 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","3a:72:c2:85:26:00","<hidden>","-86","5240","48","5 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","e2:a1:ce:7c:36:32","<hidden>","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","b8:5d:c3:02:68:9c","Trent_5G","-87","5500","100","5 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","9c:63:5b:74:4a:a7","Irin salon5G","-87","5320","64","5 GHz","[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","92:d8:1b:f3:9b:cb","Siac_F5_1","-88","5785","157","5 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","9e:63:5b:44:4a:a7","<hidden>","-88","5320","64","5 GHz","[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","b8:5d:c3:02:04:c8","Trent_2.4G","-88","2427","4","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","48:81:d4:0d:a9:6b","NNP","-92","5785","157","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","9dc799d4-4337-4a66-ba29-53011a4fb3bc","2026-04-03 01:35:31","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","f8:af:db:e6:64:e6","Montolhome_2.4G","-92","2457","10","2.4 GHz","[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","14:ca:56:f5:f9:22","Clara wifi_5G","-48","5520","104","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","16:ca:56:45:f9:22","<hidden>","-50","5520","104","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","14:ca:56:f5:f9:21","Clara wifi_2.4G","-69","2442","7","2.4 GHz","[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","b8:5d:c3:02:68:98","Trent_2.4G","-70","2427","4","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","20:08:89:13:6a:fe","Sunsanee 2.4G","-82","2472","13","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","66:20:e3:1e:94:f6","Nan95_2.4G","-82","2417","2","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","64:20:e3:48:cf:55","ADM 2.4G","-83","2452","9","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][PMFC][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","64:20:e3:ae:94:f6","<hidden>","-83","2417","2","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","0c:01:4b:45:da:d7","3197/083_5G","-84","5500","100","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","f6:e8:4f:45:df:6b","<hidden>","-84","5560","112","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","66:20:e3:18:cf:55","TrueGigatexFiber_WiFi7_F4A","-84","2452","9","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][K][V][PMFC][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","0e:01:4b:45:da:d7","<hidden>","-85","5500","100","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","f4:e8:4f:55:df:6b","YMKT_5G","-85","5560","112","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","fe:12:2c:d7:6a:10","ThinkSociety_FL4_5G","-85","5240","48","5 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","3a:72:c2:85:26:00","<hidden>","-86","5240","48","5 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","e2:a1:ce:7c:36:32","<hidden>","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","b8:5d:c3:02:68:9c","Trent_5G","-87","5500","100","5 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","9c:63:5b:74:4a:a7","Irin salon5G","-87","5320","64","5 GHz","[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","92:d8:1b:f3:9b:cb","Siac_F5_1","-88","5785","157","5 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","9e:63:5b:44:4a:a7","<hidden>","-88","5320","64","5 GHz","[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","b8:5d:c3:02:04:c8","Trent_2.4G","-88","2427","4","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","48:81:d4:0d:a9:6b","NNP","-92","5785","157","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","b6947bd9-1791-4f92-97fd-c61ee052cb55","2026-04-03 01:35:32","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","f8:af:db:e6:64:e6","Montolhome_2.4G","-92","2457","10","2.4 GHz","[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","14:ca:56:f5:f9:22","Clara wifi_5G","-48","5520","104","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","16:ca:56:45:f9:22","<hidden>","-50","5520","104","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","14:ca:56:f5:f9:21","Clara wifi_2.4G","-69","2442","7","2.4 GHz","[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","b8:5d:c3:02:68:98","Trent_2.4G","-70","2427","4","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","20:08:89:13:6a:fe","Sunsanee 2.4G","-82","2472","13","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","66:20:e3:1e:94:f6","Nan95_2.4G","-82","2417","2","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","64:20:e3:48:cf:55","ADM 2.4G","-83","2452","9","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][PMFC][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","64:20:e3:ae:94:f6","<hidden>","-83","2417","2","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","0c:01:4b:45:da:d7","3197/083_5G","-84","5500","100","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","f6:e8:4f:45:df:6b","<hidden>","-84","5560","112","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","66:20:e3:18:cf:55","TrueGigatexFiber_WiFi7_F4A","-84","2452","9","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][K][V][PMFC][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","0e:01:4b:45:da:d7","<hidden>","-85","5500","100","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","f4:e8:4f:55:df:6b","YMKT_5G","-85","5560","112","5 GHz","[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","fe:12:2c:d7:6a:10","ThinkSociety_FL4_5G","-85","5240","48","5 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","3a:72:c2:85:26:00","<hidden>","-86","5240","48","5 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","e2:a1:ce:7c:36:32","<hidden>","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","b8:5d:c3:02:68:9c","Trent_5G","-87","5500","100","5 GHz","[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS]","Unknown"
"f72ddab0-3c29-4f0b-b1a1-a5d660ff56a0","akmfirst","e77ebef5-203f-48de-9233-a0b6fb40365a","2026-04-03 01:35:33","Lat: 13.6810421, Lng: 100.6106281, Accuracy: 15.694m","23","9c:63:5b:74:4a:a7","Irin salon5G","-87","5320","64","5 GHz","[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS][WPS]","Unknown"
