collection_id,username,sample_id,captured_at,gps_text,wifi_count,bssid,ssid,rssi_dbm,frequency_mhz,channel,band,security,wifi_standard,address
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,e0:19:54:9a:88:4d,mobisk66_5G,-79,5280,56,5 GHz,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,66:20:e3:15:a1:e6,Alice_2.4G,-79,2467,12,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,865d6b58-f9de-4b14-8d90-f360df2ab946,2026-04-03 01:20:33,"Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m",92,be:53:22:90:5d:c4,<hidden>,-74,2442,7,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,f8:af:db:e5:82:cd,boomsiwat_5G,-80,5260,52,5 GHz,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,4d121375-6772-4588-9fcd-ac3062220edb,2026-04-03 01:20:02,"Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m",99,66:20:e1:15:ac:ee,TH01 Better_2.4G,-65,2437,6,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,38:91:48:df:d8:bc,Blyss_Music_2.4G,-80,2427,4,2.4 GHz,[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,66:20:e3:1c:6b:c6,Honey_AIS_2.4G,-80,2412,1,2.4 GHz,[WPA-PSK-TKIP+CCMP][K][V][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,a4:ba:70:0d:47:3a,Metabulestone 5G,-81,5220,44,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,e0:0e:e4:ed:8e:41,GIGAKONG_2.4G,-81,2427,4,2.4 GHz,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,4d121375-6772-4588-9fcd-ac3062220edb,2026-04-03 01:20:02,"Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m",99,64:20:e1:6d:d0:be,<hidden>,-76,2437,6,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,66:20:e3:9d:14:a6,IZ True_5G,-83,5240,48,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,28:68:d2:64:b5:3c,TrueGigatexFiber_T4U,-83,5240,48,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,64:20:e3:95:a1:e6,<hidden>,-83,2467,12,2.4 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,74:83:c2:37:2c:f7,STM Cafe,-83,2412,1,2.4 GHz,[ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,64:20:e3:ad:14:a7,<hidden>,-84,5240,48,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,5a:4f:3b:e5:1f:d7,<hidden>,-84,5220,44,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,6c:14:6e:0e:47:13,<hidden>,-84,5180,36,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,4d121375-6772-4588-9fcd-ac3062220edb,2026-04-03 01:20:02,"Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m",99,80:8d:b7:29:28:50,Ananda,-78,5580,116,5 GHz,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,4d121375-6772-4588-9fcd-ac3062220edb,2026-04-03 01:20:02,"Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m",99,80:8d:b7:28:ce:70,Ananda,-71,5500,100,5 GHz,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,4d121375-6772-4588-9fcd-ac3062220edb,2026-04-03 01:20:02,"Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m",99,66:20:e3:9c:6b:c6,Honey_AIS_5G,-80,5280,56,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,4d121375-6772-4588-9fcd-ac3062220edb,2026-04-03 01:20:02,"Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m",99,64:20:e3:4c:6b:c7,<hidden>,-84,5280,56,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,66:20:e3:9e:d6:9e,Milk_5G,-85,5240,48,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,64:20:e3:8e:d6:9f,<hidden>,-85,5240,48,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,64:20:e1:08:ce:96,Yunahlee_5G,-85,5180,36,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,14:2e:5e:31:19:19,true_home5G_918,-86,5765,153,5 GHz,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,64:20:e0:b7:59:3a,TROJANHORSEM_5G,-86,5600,120,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,0e:01:4b:46:37:77,<hidden>,-86,5280,56,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,28:68:d2:64:b5:3f,<hidden>,-86,5240,48,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,7a:83:c2:38:34:7f,The Digital STM,-86,5180,36,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][PMFC][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,64:20:e1:65:ac:ef,<hidden>,-87,5805,161,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,16:ca:56:44:43:b8,<hidden>,-87,5600,120,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,865d6b58-f9de-4b14-8d90-f360df2ab946,2026-04-03 01:20:33,"Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m",92,14:ca:56:f4:43:b8,Keo_5G,-82,5600,120,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,66:20:e0:97:59:39,<hidden>,-87,5600,120,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,c6:eb:ff:42:84:26,<hidden>,-87,5320,64,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,0c:01:4b:46:37:77,Hometown 5G,-87,5280,56,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,6c:9e:7c:f3:77:e1,Jandent_5GHz,-87,5260,52,5 GHz,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,18:64:72:6f:c3:fa,SmileGalleryUdomsuk,-87,5260,52,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,66:20:e3:99:98:d6,STRAWHATS_BKK_5G,-87,5220,44,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,64:20:e3:79:98:d7,<hidden>,-87,5220,44,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,50:4f:3b:e5:1f:d7,Metabulestone 5G,-87,5220,44,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,74:83:c2:38:34:7f,STM Cafe,-87,5180,36,5 GHz,[ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,64:20:e1:78:cd:5f,<hidden>,-88,5805,161,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,16:ca:56:49:8f:e2,<hidden>,-88,5580,116,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,4f300f66-fbd2-4ef5-bf06-2cbb4b4a113e,2026-04-03 01:20:40,"Lat: 13.680905139966903, Lng: 100.61010832580418, Accuracy: 4.7m",77,48:d6:82:bd:04:4b,Vca gundam_5G,-71,5560,112,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Soi Udom Suk 3 - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,5c:64:f1:68:f9:ef,DSNWL,-88,5500,100,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][R][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,c4:eb:ff:a2:84:26,LMDUDOMSUK_5G,-88,5320,64,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,4d121375-6772-4588-9fcd-ac3062220edb,2026-04-03 01:20:02,"Lat: 13.681353869053783, Lng: 100.61025550930052, Accuracy: 4.7m",99,c4:eb:ff:9d:af:e4,Maneeya_5G,-84,5300,60,5 GHz,[WPA-PSK-CCMP][K][V][WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS][WPS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,865d6b58-f9de-4b14-8d90-f360df2ab946,2026-04-03 01:20:33,"Lat: 13.68100254164745, Lng: 100.61013341493586, Accuracy: 4.7m",92,be:53:22:90:5d:c3,<hidden>,-77,5220,44,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
9bad0da0-d985-422b-871c-8667eb75713e,akmfirst,cac7899e-a604-4da7-86a8-7d3710932c64,2026-04-03 01:19:32,"Lat: 13.681700485597538, Lng: 100.61034023153114, Accuracy: 6.235547m",121,42:84:6a:63:93:8f,<hidden>,-88,5180,36,5 GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][K][V][ESS],,Sukhumvit Road - Bang Na District - Bangkok - Thailand
